,id,budget,genres,overview,popularity,production_companies,release_date,revenue,title,vote_average,original_language,vote_count
877,150689,95000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",75.28,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 28788, 'logo_path': None, 'name': 'Genre Films', 'origin_country': 'US'}, {'id': 46339, 'logo_path': None, 'name': 'Beagle Pug Films', 'origin_country': 'GB'}, {'id': 47706, 'logo_path': None, 'name': 'Allison Shearmur Productions', 'origin_country': 'US'}]",2015-03-12,543514353,Cinderella,6.8,en,6226
878,787009,0,"[{'id': 27, 'name': 'Horror'}]","A diverse group of ex-cons-turned-movers are convinced by their creepy client, Vern Muller, to pull an all-nighter for a generous pay bump.  As the night progresses and rooms are cleared, they slowly uncover the horrors that exist inside his old Victorian mansion, which include boobytraps, human experimentation, Nazi monsters and more. Will they survive the night?",62.766,"[{'id': 147552, 'logo_path': None, 'name': 'Top Dead Center Films', 'origin_country': ''}]",2021-03-11,0,Stay Out of the Attic,5.8,en,62
879,45610,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",67.273,"[{'id': 8852, 'logo_path': None, 'name': 'Virgin Produced', 'origin_country': ''}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 5294, 'logo_path': None, 'name': 'Mpower Pictures', 'origin_country': ''}, {'id': 11956, 'logo_path': None, 'name': 'Apparatus Productions', 'origin_country': ''}, {'id': 11957, 'logo_path': None, 'name': 'GG Filmz', 'origin_country': ''}, {'id': 8532, 'logo_path': None, 'name': '1984 Private Defense Contractors', 'origin_country': 'US'}, {'id': 11958, 'logo_path': None, 'name': 'ITS Capital', 'origin_country': ''}, {'id': 11959, 'logo_path': None, 'name': 'Merlina Entertainment', 'origin_country': ''}, {'id': 11960, 'logo_path': None, 'name': 'MGP Productions', 'origin_country': ''}, {'id': 9137, 'logo_path': None, 'name': 'Moonlighting Films', 'origin_country': 'ZA'}, {'id': 11961, 'logo_path': None, 'name': 'Safady Entertainment', 'origin_country': ''}]",2011-09-23,2527904,Machine Gun Preacher,6.7,en,818
880,381288,9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",68.562,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12236, 'logo_path': '/uV6QBPdn3MjQzAFdgEel6od7geg.png', 'name': 'Blinding Edge Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]",2017-01-19,278454358,Split,7.3,en,14945
881,4488,550000,"[{'id': 27, 'name': 'Horror'}]",Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,54.047,"[{'id': 16779, 'logo_path': None, 'name': 'Georgetown Productions Inc.', 'origin_country': ''}, {'id': 17611, 'logo_path': None, 'name': 'Sean S. Cunningham Films', 'origin_country': ''}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]",1980-05-09,59754601,Friday the 13th,6.4,en,2190
882,55779,47000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",68.535,"[{'id': 48792, 'logo_path': None, 'name': 'Parallel Zide', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 48788, 'logo_path': None, 'name': 'Practical Pictures', 'origin_country': ''}]",2011-08-12,157887643,Final Destination 5,6.0,en,2700
883,13448,150000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",62.726,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 8253, 'logo_path': None, 'name': 'Skylark Productions', 'origin_country': ''}, {'id': 109547, 'logo_path': None, 'name': 'Panorama Films', 'origin_country': 'IT'}]",2009-05-13,485930816,Angels & Demons,6.7,en,5800
884,922017,0,"[{'id': 35, 'name': 'Comedy'}]","The Beecroft family are ready to spend all of Chief Daddy's inheritance, but not if the CEO of his company has anything to do with it.",66.172,[],2021-12-17,0,Chief Daddy 2: Going for Broke,5.7,en,76
885,23827,215000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night.  Followed by five terrifying installments in the franchise, this is the original found-footage shocker that started it all.",64.994,"[{'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 21223, 'logo_path': None, 'name': 'Solana Films', 'origin_country': ''}]",2007-09-14,194183034,Paranormal Activity,6.0,en,4167
886,34134,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",62.48,"[{'id': 49983, 'logo_path': None, 'name': 'Mattel Entertainment', 'origin_country': ''}, {'id': 102897, 'logo_path': '/ackYRJXIse2uoLDawNVs1HzEJgm.png', 'name': 'Rainmaker Entertainment', 'origin_country': 'CA'}]",2010-01-25,16441438,Barbie in A Mermaid Tale,7.2,en,579
887,14849,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",60.218,"[{'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",2009-02-17,0,Dead Like Me: Life After Death,6.2,en,162
888,736074,0,"[{'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",71.726,"[{'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}]",2021-07-26,0,"Batman: The Long Halloween, Part Two",7.7,en,308
889,91586,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,67.86,"[{'id': 7263, 'logo_path': '/auaadhBBcvvTDtmW2iJzOrEjfgO.png', 'name': 'FilmDistrict', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]",2013-09-12,161000000,Insidious: Chapter 2,6.7,en,3403
890,882093,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","Christmas is drawing near, but it’s not a happy time for David. After moving to a big city, his parents have been bogged down with work and forgotten the meaning of Christmas. David decides to change that. Together with Albert the Elf, who escaped from the land of Santa to figure out what Christmas is all about, David sets off to Tatra Mountains, where his grandparents live, on a journey full of adventures.",65.602,"[{'id': 101302, 'logo_path': None, 'name': 'Endemol Polska', 'origin_country': ''}]",2021-12-06,0,David and the Elves,6.1,pl,68
891,249070,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,70.948,"[{'id': 86352, 'logo_path': None, 'name': 'Québec Production Services Tax Credit', 'origin_country': ''}, {'id': 11746, 'logo_path': None, 'name': 'Daybreak Productions', 'origin_country': ''}, {'id': 11747, 'logo_path': None, 'name': 'Prime Universe Productions', 'origin_country': 'US'}, {'id': 34396, 'logo_path': None, 'name': 'Giant Pictures', 'origin_country': ''}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 8569, 'logo_path': None, 'name': 'Dayday Films', 'origin_country': 'GB'}, {'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 7485, 'logo_path': '/vpOrqLxZ6JkrCFdi3ZUWhHKmDEM.png', 'name': 'Fox International Productions', 'origin_country': 'US'}, {'id': 45198, 'logo_path': '/9z46Z8Px88a30wkr7G0QUDbbtt2.png', 'name': 'Deutscher Filmförderfonds', 'origin_country': 'DE'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 451, 'logo_path': '/g1GRk1SdwxNwg5J3aXtrqTaXo8k.png', 'name': 'Medienboard Berlin-Brandenburg', 'origin_country': 'DE'}]",2015-08-20,81967450,Hitman: Agent 47,5.8,en,2534
892,33273,5700000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",70.941,"[{'id': 7345, 'logo_path': '/gB3XmmLmm3W4vpXyziCHHLtYpWN.png', 'name': 'Vaca Films', 'origin_country': 'ES'}, {'id': 7346, 'logo_path': None, 'name': 'La Fabrique 2', 'origin_country': 'FR'}, {'id': 10031, 'logo_path': '/cUOviFxM9l3dYuNeg89giHUaqkd.png', 'name': 'Morena Films', 'origin_country': 'ES'}, {'id': 11397, 'logo_path': None, 'name': 'Sofica Soficinéma 4', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 1182, 'logo_path': '/bkgwJWvqqLuzsXV2Qv3Mg3wfcNZ.png', 'name': 'Telecinco Cinema', 'origin_country': 'ES'}]",2009-11-06,19300483,Cell 211,7.5,es,975
893,629028,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","A chinese secret agent Da-hee receives intel that a large number of illegal firearms are being smuggled into Korea and is sent to investigate the case. She meets Su-han, who was supposed to help her with the case but due to his lackluster skills, they keep fighting over really trivial things. But as their witnesses are suddenly murdered, the two of them quickly become the prime suspects.",74.723,"[{'id': 20789, 'logo_path': '/qw7Hdf230EF9ZeH4nCRS0eAo7l3.png', 'name': 'Redrover', 'origin_country': 'KR'}, {'id': 119446, 'logo_path': '/OtKHwFyTlm5XUFMrWakECpve7T.png', 'name': 'kth', 'origin_country': 'KR'}, {'id': 126589, 'logo_path': None, 'name': 'GNOSIS COMPANY', 'origin_country': 'KR'}, {'id': 114519, 'logo_path': '/omfLDgUXKmXly7T7bWBpKstq3HP.png', 'name': 'Merry Christmas', 'origin_country': 'KR'}]",2021-02-17,0,Mission: Possible,7.7,ko,116
894,49444,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",72.433,"[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]",2011-05-25,665692281,Kung Fu Panda 2,6.9,en,5584
895,28510,14000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",65.681,"[{'id': 21897, 'logo_path': None, 'name': 'Foresight Unlimited', 'origin_country': 'US'}, {'id': 23770, 'logo_path': '/t1Dc5SaJLBfRxtl0ttLGdaYICQ2.png', 'name': 'Signature Entertainment', 'origin_country': 'US'}, {'id': 23423, 'logo_path': None, 'name': 'Baumgarten Management and Productions (BMP)', 'origin_country': ''}, {'id': 23867, 'logo_path': None, 'name': 'Unisol 3 Distribution', 'origin_country': ''}]",2009-10-01,875386,Universal Soldier: Regeneration,5.6,en,344
896,673309,0,"[{'id': 18, 'name': 'Drama'}]","The true story of Kurt Warner, who went from a stockboy at a grocery store to a two-time NFL MVP, Super Bowl champion, and Hall of Fame quarterback.",52.981,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 49945, 'logo_path': None, 'name': 'City on a Hill Productions', 'origin_country': ''}, {'id': 144002, 'logo_path': None, 'name': 'Kingdom Story Company', 'origin_country': 'US'}]",2021-12-25,25000000,American Underdog,7.4,en,81
897,412117,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",69.932,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 6704, 'logo_path': '/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png', 'name': 'Illumination Entertainment', 'origin_country': 'US'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'dentsu', 'origin_country': 'JP'}, {'id': 3341, 'logo_path': '/dTG5dXE1kU2mpmL9BNnraffckLU.png', 'name': 'Fuji Television Network', 'origin_country': 'JP'}, {'id': 5556, 'logo_path': '/qtdp2UWJNleyYy6ur7DDgPYUxqz.png', 'name': 'Universal Animation Studios', 'origin_country': 'US'}]",2019-05-24,155152550,The Secret Life of Pets 2,7.0,en,2460
898,671583,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]","Nory and her best friend Reina enter the Sage Academy for Magical Studies, where Nory’s unconventional powers land her in a class for those with wonky, or “upside-down,” magic. Undaunted, Nory sets out to prove that that upside-down magic can be just as powerful as right-side-up.",72.681,"[{'id': 134396, 'logo_path': None, 'name': 'Resonate Entertainment', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",2020-07-31,0,Upside-Down Magic,7.3,en,196
899,527641,7000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",75.612,"[{'id': 84409, 'logo_path': None, 'name': 'Wayfarer Entertainment', 'origin_country': 'US'}, {'id': 5490, 'logo_path': '/xuJSR4dWsvkE194aemIJwflyNF2.png', 'name': 'CBS Films', 'origin_country': 'US'}]",2019-03-14,91500000,Five Feet Apart,8.3,en,4741
900,669671,21700000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions—and their dangerous, shadowy underworld—he must fight to stay alive.",73.222,"[{'id': 84988, 'logo_path': '/rzpfuMEMDQnmqp0YTFMEqgfDrxY.png', 'name': '42', 'origin_country': 'GB'}, {'id': 60746, 'logo_path': None, 'name': 'Unique Features', 'origin_country': 'US'}]",2021-10-20,0,Night Teeth,6.6,en,529
901,864873,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",63.219,"[{'id': 163344, 'logo_path': None, 'name': 'The Long Game', 'origin_country': ''}]",2021-10-27,0,Hypnotic,6.1,en,420
902,166424,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",77.83,"[{'id': 20478, 'logo_path': '/gSS2OBc6dRsK2ewRx5lcwnARrpl.png', 'name': 'Moving Picture Company', 'origin_country': 'GB'}, {'id': 7505, 'logo_path': '/837VMM4wOkODc1idNxGT0KQJlej.png', 'name': 'Marvel Entertainment', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 5374, 'logo_path': '/iLu169q37KYJR7DANdTsL6bP60K.png', 'name': 'Marv Films', 'origin_country': 'GB'}, {'id': 28788, 'logo_path': None, 'name': 'Genre Films', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 47, 'logo_path': '/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png', 'name': 'Constantin Film', 'origin_country': 'DE'}]",2015-08-05,167977596,Fantastic Four,4.4,en,5151
903,196733,0,"[{'id': 99, 'name': 'Documentary'}]",A documentary exploring the historical concept of the narrative of Stanley Kubrick's 1964 film Dr. Strangelove Or: How I Learned to Stop Worrying and Love The Bomb. This short documentary compares the film with the actual events concerning the Cold War and the Cuban Missle Crisis.,61.022,"[{'id': 8749, 'logo_path': None, 'name': 'LSL Productions', 'origin_country': ''}]",2004-10-28,0,No Fighting in the War Room Or: Dr Strangelove and the Nuclear Threat,5.0,en,5
904,11674,54000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",63.367,"[{'id': 2173, 'logo_path': None, 'name': 'Great Oaks Entertainment', 'origin_country': ''}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",1996-11-27,320689294,101 Dalmatians,5.9,en,2822
905,643586,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","When his car breaks down, a quiet loner agrees to clean an abandoned family fun center in exchange for repairs. He soon finds himself waging war against possessed animatronic mascots while trapped inside Willy's Wonderland.",68.152,"[{'id': 831, 'logo_path': None, 'name': 'Saturn Films', 'origin_country': 'US'}, {'id': 147832, 'logo_path': None, 'name': 'JD Entertainment', 'origin_country': ''}, {'id': 74496, 'logo_path': None, 'name': 'Landafar Entertainment', 'origin_country': 'US'}, {'id': 151378, 'logo_path': None, 'name': 'Landmark Studio Group', 'origin_country': ''}]",2021-02-12,431020,Willy's Wonderland,6.2,en,525
906,718867,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.",64.388,"[{'id': 137625, 'logo_path': None, 'name': 'TUBAn', 'origin_country': 'KR'}]",2020-07-23,0,The Larva Island Movie,7.3,en,144
907,480157,0,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]","A group of high-school kids set out to play a Halloween prank at an abandoned house, but once they enter they become victims of a demonic witch who has set her wrath upon them.",55.603,"[{'id': 77301, 'logo_path': None, 'name': 'Distilled Media', 'origin_country': ''}]",2017-10-07,0,House of the Witch,4.8,en,116
908,2454,225000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",67.988,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}, {'id': 11345, 'logo_path': '/xhnnHfsqEimD4r0QeUz3GSvcv73.png', 'name': 'Stillking Films', 'origin_country': 'CZ'}, {'id': 11440, 'logo_path': None, 'name': 'Ozumi Films', 'origin_country': ''}, {'id': 11441, 'logo_path': None, 'name': 'Propeler', 'origin_country': 'SI'}, {'id': 11442, 'logo_path': None, 'name': 'Silverbell Films', 'origin_country': ''}, {'id': 76043, 'logo_path': '/9RO2vbQ67otPrBLXCaC8UMp3Qat.png', 'name': 'Revolution Sun Studios', 'origin_country': 'US'}]",2008-05-15,419665568,The Chronicles of Narnia: Prince Caspian,6.6,en,5310
909,846167,0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder.,66.807,"[{'id': 63445, 'logo_path': None, 'name': 'Yeti Films', 'origin_country': 'PL'}]",2021-06-18,0,In for a Murder,5.6,pl,64
910,22881,29000000,"[{'id': 18, 'name': 'Drama'}]","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",61.078,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}]",2009-11-20,309208309,The Blind Side,7.7,en,5095
911,10781,16000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",65.71,"[{'id': 56620, 'logo_path': None, 'name': 'Texas Chainsaw Productions', 'origin_country': ''}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 1633, 'logo_path': None, 'name': 'Next Entertainment', 'origin_country': ''}, {'id': 2481, 'logo_path': '/nVEP2IHCDOBOldgDL4SSufitN9.png', 'name': 'Platinum Dunes', 'origin_country': 'US'}, {'id': 23653, 'logo_path': None, 'name': 'Vortex/Henkel/Hooper', 'origin_country': ''}]",2006-10-06,107363905,The Texas Chainsaw Massacre: The Beginning,6.1,en,1383
912,578701,20000000,"[{'id': 53, 'name': 'Thriller'}]","A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",67.594,"[{'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 8083, 'logo_path': None, 'name': 'Film Rites', 'origin_country': 'US'}, {'id': 53152, 'logo_path': '/8XHHLy8GGTuHM9JMzYjGqxB6oPa.png', 'name': 'Creative Wealth Media Finance', 'origin_country': 'CA'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 106789, 'logo_path': '/oEgUdRh5YWF6Il705WnpwauirIj.png', 'name': 'Bosque Ranch Productions', 'origin_country': 'US'}]",2021-05-05,23384502,Those Who Wish Me Dead,6.8,en,1146
913,8329,1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,60.232,"[{'id': 3631, 'logo_path': None, 'name': 'Filmax', 'origin_country': 'ES'}, {'id': 7956, 'logo_path': None, 'name': 'Castelao Productions', 'origin_country': 'ES'}]",2007-11-23,32511655,[REC],7.2,es,3417
